CV (average),Index Name,yr
0.38,GOM_PLL_1_6,2008
0.38,GOM_PLL_1_6,2009
0.38,GOM_PLL_1_6,2010
0.38,GOM_PLL_1_6,2011
0.38,GOM_PLL_1_6,2012
0.38,GOM_PLL_1_6,2013
0.38,GOM_PLL_1_6,2014
0.38,GOM_PLL_1_6,2015
0.24,JLL_GOM,1974
0.24,JLL_GOM,1975
0.24,JLL_GOM,1976
0.24,JLL_GOM,1977
0.24,JLL_GOM,1978
0.24,JLL_GOM,1979
0.24,JLL_GOM,1980
0.24,JLL_GOM,1981
0.24,JLL_GOM,1982
0.24,JLL_GOM,1983
0.24,JLL_GOM,1984
0.24,JLL_GOM,1985
0.24,JLL_GOM,1986
0.24,JLL_GOM,1987
0.24,JLL_GOM,1988
0.24,JLL_GOM,1989
0.24,JLL_GOM,1990
0.24,JLL_GOM,1991
0.24,JLL_GOM,1992
0.24,JLL_GOM,1993
0.24,JLL_GOM,1994
0.24,JLL_GOM,1995
0.24,JLL_GOM,1996
0.24,JLL_GOM,1997
0.24,JLL_GOM,1998
0.24,JLL_GOM,1999
0.24,JLL_GOM,2000
0.24,JLL_GOM,2001
0.24,JLL_GOM,2002
0.24,JLL_GOM,2003
0.24,JLL_GOM,2004
0.24,JLL_GOM,2005
0.24,JLL_GOM,2006
0.24,JLL_GOM,2007
0.24,JLL_GOM,2008
0.24,JLL_GOM,2009
0.24,JLL_GOM,2010
0.24,JLL_GOM,2011
0.24,JLL_GOM,2012
0.24,JLL_GOM,2013
0.24,JLL_GOM,2014
0.24,JLL_GOM,2015
0.21,TAGGING,1974
0.21,TAGGING,1975
0.21,TAGGING,1976
0.21,TAGGING,1977
0.21,TAGGING,1978
0.21,TAGGING,1979
0.21,TAGGING,1980
0.21,TAGGING,1981
0.21,TAGGING,1982
0.21,TAGGING,1983
0.21,TAGGING,1984
0.21,TAGGING,1985
0.21,TAGGING,1986
0.21,TAGGING,1987
0.21,TAGGING,1988
0.21,TAGGING,1989
0.21,TAGGING,1990
0.21,TAGGING,1991
0.21,TAGGING,1992
0.21,TAGGING,1993
0.21,TAGGING,1994
0.21,TAGGING,1995
0.21,TAGGING,1996
0.21,TAGGING,1997
0.21,TAGGING,1998
0.21,TAGGING,1999
0.21,TAGGING,2000
0.21,TAGGING,2001
0.21,TAGGING,2002
0.21,TAGGING,2003
0.21,TAGGING,2004
0.21,TAGGING,2005
0.21,TAGGING,2006
0.21,TAGGING,2007
0.21,TAGGING,2008
0.21,TAGGING,2009
0.21,TAGGING,2010
0.21,TAGGING,2011
0.21,TAGGING,2012
0.21,TAGGING,2013
0.21,TAGGING,2014
0.21,TAGGING,2015
0.29,JLL_AREA_2_RECENT,1974
0.29,JLL_AREA_2_RECENT,1975
0.29,JLL_AREA_2_RECENT,1976
0.29,JLL_AREA_2_RECENT,1977
0.29,JLL_AREA_2_RECENT,1978
0.29,JLL_AREA_2_RECENT,1979
0.29,JLL_AREA_2_RECENT,1980
0.29,JLL_AREA_2_RECENT,1981
0.29,JLL_AREA_2_RECENT,1982
0.29,JLL_AREA_2_RECENT,1983
0.29,JLL_AREA_2_RECENT,1984
0.29,JLL_AREA_2_RECENT,1985
0.29,JLL_AREA_2_RECENT,1986
0.29,JLL_AREA_2_RECENT,1987
0.29,JLL_AREA_2_RECENT,1988
0.29,JLL_AREA_2_RECENT,1989
0.29,JLL_AREA_2_RECENT,1990
0.29,JLL_AREA_2_RECENT,1991
0.29,JLL_AREA_2_RECENT,1992
0.29,JLL_AREA_2_RECENT,1993
0.29,JLL_AREA_2_RECENT,1994
0.29,JLL_AREA_2_RECENT,1995
0.29,JLL_AREA_2_RECENT,1996
0.29,JLL_AREA_2_RECENT,1997
0.29,JLL_AREA_2_RECENT,1998
0.29,JLL_AREA_2_RECENT,1999
0.29,JLL_AREA_2_RECENT,2000
0.29,JLL_AREA_2_RECENT,2001
0.29,JLL_AREA_2_RECENT,2002
0.29,JLL_AREA_2_RECENT,2003
0.29,JLL_AREA_2_RECENT,2004
0.29,JLL_AREA_2_RECENT,2005
0.29,JLL_AREA_2_RECENT,2006
0.29,JLL_AREA_2_RECENT,2007
0.29,JLL_AREA_2_RECENT,2008
0.29,JLL_AREA_2_RECENT,2009
0.29,JLL_AREA_2_RECENT,2010
0.29,JLL_AREA_2_RECENT,2011
0.29,JLL_AREA_2_RECENT,2012
0.29,JLL_AREA_2_RECENT,2013
0.29,JLL_AREA_2_RECENT,2014
0.29,JLL_AREA_2_RECENT,2015
