"","IndexNums","Years","1","2","3","4","5","6","7","8","9","10"
"81",4,2000,0,0,0,3714.13080247593,7651.13717908697,20100.7162095095,21445.9104212427,31833.4627430535,34149.7553654494,37558.0093391934
"82",4,2001,0,0,0,2629.56682112432,4155.55599574358,8211.32005467497,13455.7120421057,13313.211109534,19101.942139096,22465.6548243774
"83",4,2002,0,0,0,2902.61609733084,8568.71855394117,13117.4270369282,15827.7256437621,24379.107184449,23198.5035026033,38683.2689699197
"84",4,2003,0,0,0,2705.53492967552,5682.2365435074,16200.3744322765,15088.3037754114,16903.9361279383,25153.8126893107,36845.2964331542
"85",4,2004,0,0,0,2817.56916996134,6042.19971167042,11659.7218825924,20486.1864259365,17728.9152893276,18987.0282239866,38816.5535088213
"86",4,2005,0,0,0,5213.25663224366,8091.66749273643,16265.6853055498,19131.0761149982,31209.605639417,25936.974440808,50166.5911789575
"87",4,2006,0,0,0,1707.35293895129,4297.34659827275,6139.98357208096,7613.40723097466,8264.16180786695,13049.2795085571,18638.7934912065
"88",4,2007,0,0,0,3306.2322892687,6230.8542210468,15139.526004872,13304.7717588671,15396.0066395559,15989.0924540151,33978.0951290681
"89",4,2008,0,0,0,3697.54992465698,9773.55223838355,16903.7348909628,26038.6206698173,21405.9681378831,23901.8595867898,47285.3406276007
"90",4,2009,0,0,0,2027.35442761687,5046.10616661471,12433.0031667089,13296.103016145,19054.7861000262,15094.7072769579,30320.0456732038
"91",5,2010,0,0,0,0,0,881.614886487754,15863.6072146049,29662.1813609668,42050.0618745992,55342.234289045
"92",5,2011,0,0,0,0,0,318.518033449371,5502.73595026592,14327.4159381154,14192.6158348018,24683.852850996
"93",5,2012,0,0,0,0,0,179.180032952143,2568.24103927342,6451.61160866069,8800.71443767407,13553.6683380423
"94",5,2013,0,0,0,0,0,140.698768459076,3552.20478948552,7381.66732098839,9758.63213846896,18623.0064221543
"95",5,2014,0,0,0,0,0,53.8742875161386,1233.51074295694,4529.56356959007,4944.06386451422,10987.7999117162
"96",5,2015,0,0,0,0,0,123.552266876817,1691.37889913294,5609.88196867898,10832.7610873008,22631.169280804
"97",6,1974,0,58161.7079577009,11684.6006064066,0,0,0,0,0,0,0
"98",6,1975,0,35429.8590706401,8291.66787622065,0,0,0,0,0,0,0
"99",6,1976,0,12771.6987954617,3619.9957698609,0,0,0,0,0,0,0
"100",6,1977,0,23986.9540921291,5091.80101702395,0,0,0,0,0,0,0
"101",6,1978,0,18215.0683579182,6832.49589399028,0,0,0,0,0,0,0
"102",6,1979,0,6266.83982673707,1783.04247839437,0,0,0,0,0,0,0
"103",6,1980,0,9957.19629328632,2071.34428246364,0,0,0,0,0,0,0
"104",6,1981,0,23997.0357572802,4245.65188670213,0,0,0,0,0,0,0
"105",6,1982,0,12505.5990887053,3034.12909228598,0,0,0,0,0,0,0
"106",6,1983,0,78148.3348863986,14907.5547643556,0,0,0,0,0,0,0
"107",6,1984,0,107562.56343469,17810.29572454,0,0,0,0,0,0,0
"108",6,1985,0,15208.3586118531,5955.00984333184,0,0,0,0,0,0,0
"109",6,1986,0,34572.8108165689,7855.800910598,0,0,0,0,0,0,0
"110",6,1987,0,24897.2025341097,3775.0885232134,0,0,0,0,0,0,0
"111",6,1988,0,32050.0242812348,8762.01359698148,0,0,0,0,0,0,0
"112",6,1989,0,49805.4253403926,7175.36417906486,0,0,0,0,0,0,0
"113",6,1990,0,32599.9251481766,7056.17971276465,0,0,0,0,0,0,0
"114",6,1991,0,31257.574122176,6786.24327316761,0,0,0,0,0,0,0
"115",6,1992,0,41952.5978980931,8096.0880640328,0,0,0,0,0,0,0
"116",6,1993,0,47572.9855953145,9590.47803108678,0,0,0,0,0,0,0
"117",6,1994,0,60932.6700534099,12641.328208236,0,0,0,0,0,0,0
"118",6,1995,0,80417.7750585255,22008.2779998929,0,0,0,0,0,0,0
"119",6,1996,0,101289.34386156,20108.6795975675,0,0,0,0,0,0,0
"120",6,1997,0,84583.8448048428,21586.0711978934,0,0,0,0,0,0,0
"121",6,1998,0,59272.9909573499,14655.6258104174,0,0,0,0,0,0,0
"122",6,1999,0,45691.8120068796,8173.736815549,0,0,0,0,0,0,0
"123",6,2000,0,29775.6843346457,9580.14933501268,0,0,0,0,0,0,0
"124",6,2001,0,60886.117813242,13521.7754807297,0,0,0,0,0,0,0
"125",6,2002,0,71386.6228978253,16046.9457892274,0,0,0,0,0,0,0
"126",6,2003,0,53341.8228659,8989.84994509045,0,0,0,0,0,0,0
"127",6,2004,0,40754.2779314311,11405.6317461874,0,0,0,0,0,0,0
"128",6,2005,0,33983.3482506329,7409.46929273496,0,0,0,0,0,0,0
"129",6,2006,0,27896.460029862,8642.83709040785,0,0,0,0,0,0,0
"130",7,2007,0,0,9279.28812855444,5571.08238741307,1559.46563536979,733.812900887764,0,0,0,0
"131",7,2008,0,0,7951.09660239129,4429.83859323907,1739.57532935674,582.975433763561,0,0,0,0
"132",7,2009,0,0,6917.44103104917,3236.64962542748,1196.39992093309,570.738267787722,0,0,0,0
"133",7,2010,0,0,1458.44621551619,1185.25995948613,367.68957411279,165.819394713452,0,0,0,0
"134",7,2011,0,0,432.951446636,322.087407716704,174.306331989975,65.5106252559828,0,0,0,0
"135",7,2012,0,0,228.193817344412,101.743562979783,50.1506605930749,33.0244454147844,0,0,0,0
"136",7,2013,0,0,142.191368798771,52.8258230592856,15.6034899925796,9.34759802665079,0,0,0,0
"137",7,2014,0,0,241.958077950975,71.9040050562567,17.7363430009245,6.36137389054929,0,0,0,0
"138",7,2015,0,0,0,0,0,0,0,0,0,0
"139",10,2001,0,0,0,0,0,0,0,0,0,0
"140",10,2002,0,0,0,0,0,0,0,0,0,0
"141",10,2003,0,0,0,0,0,0,0,0,0,0
"142",10,2004,0,0,0,0,0,0,0,0,0,0
"143",10,2005,0,0,0,0,0,0,0,0,0,0
"144",10,2006,0,0,0,0,0,0,0,0,0,0
"145",10,2007,0,0,0,0,0,0,0,0,0,0
"146",10,2008,0,0,0,0,0,0,0,0,0,0
"147",10,2009,0,0,0,0,0,0,0,0,0,0
"148",10,2010,0,0,0,0,0,0,0,0,0,0
"149",10,2011,0,0,0,0,0,0,0,0,0,0
"150",10,2012,0,0,0,0,0,0,0,0,0,0
"151",10,2013,0,0,0,0,0,0,0,0,0,0
"152",10,2014,0,0,0,0,0,0,0,0,0,0
"153",10,2015,0,0,0,0,0,0,0,0,0,0
