ID,YEAR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
13,1974,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1975,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1976,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1977,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1978,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1979,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1980,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1981,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1982,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1983,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1984,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1985,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1986,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1987,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1988,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1989,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1990,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1991,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1992,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1993,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1994,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1995,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1996,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1997,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1998,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,1999,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2000,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2001,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2002,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2003,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2004,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2005,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2006,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2007,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2008,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2009,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2010,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
13,2011,1.97396,5.07028,11.10132,21.20485,36.08884,55.76003,79.50104,106.07198,134.01493,161.93597,188.69277,213.47516,235.80232,255.47133,272.48709,286.99334
